"master_id","prop_act","prop_cbt","prop_dbt","prop_mi","prop_mindfulness","prop_stages_of_change","prop_family_systems"
"8fe79934-1868-437b-821a-e4f30c7bd0f0",0.519086454961544,0.594157763777173,0.0909099997955433,0.234155943073757,0.331962246898715,0.103490654635914,0.531112553044427
"0864f36a-eb4c-4f57-9950-fa70b9e8196d",0.375877129652704,0.169140445775819,0.103460569433311,0.0915151058409725,0.240125454660133,0.102738892071296,0.329117313479881
"70e12a2c-bbda-4e28-b64f-355f4101c199",0.422504954312789,0.109135560084496,0.0853631033872963,0.0918460356124071,0.2909430857428,0.114601677923888,0.34197535622989
"01e413c5-43aa-41bc-9290-2af662c4707c",0.421142997866204,0.215469795730295,0.107095362645467,0.238885971356852,0.264885105172372,0.40551739594455,0.291989101330162
"585a0b9e-ee31-42ea-9eca-7d1cddbc630e",0.497039230460485,0.722131441685284,0.661443636351865,0.451918973634715,0.509511770409646,0.270496407197585,0.344193775966185
"7962631d-b9ce-4ae7-a151-987e4d45b7d6",0.406898034266015,0.498103261751548,0.0738179900206808,0.271400719934573,0.258224076246439,0.104525697967219,0.414429675150024
"81d742aa-9847-4d7e-bb0a-59acb5501db9",0.384320206809305,0.156076911432375,0.458612871539052,0.567597880912475,0.280857768211472,0.643707621084212,0.444652907534773
"85787621-bb2d-489c-a5d7-fb3fe2ea7039",0.410319319497022,0.436945175750906,0.243222665723729,0.359864032369892,0.250378086826389,0.0773495403368029,0.264224865067332
"e43a7b1d-1b4b-4770-864c-e70876866245",0.354520918876292,0.0743401512885464,0.12805415516741,0.0917562275274106,0.217473780916022,0.0961302462691195,0.27931062742431
"069804b8-4eef-4401-bcde-2d67f55924b7",0.378046543107468,0.0746198621586028,0.10544143746967,0.113609874578109,0.242656441476355,0.117750718941414,0.247952161167186
"5ae61bda-4aab-4e7f-b9bd-32a6adb40471",0.357774760229335,0.458470999753645,0.553506569831536,0.561009313100307,0.268692530481875,0.19213335948581,0.672600324551105
"34084f1b-4add-4e41-9bee-ca6ddbbc39ce",0.411990398682974,0.680472321870055,0.795763224036183,0.071109178204762,0.518252974128332,0.074161580616124,0.692260493972406
"4bdc8f51-eecd-4838-a1bb-892ad9e276b4",0.33014933931658,0.185619565817991,0.119970226751853,0.633178798834919,0.476833296151218,0.352538817531613,0.264627907690754
"5f475053-2b70-4106-9e1e-09cc8081bfac",0.354766358475949,0.0970873863651305,0.0822580184288025,0.0898924146181431,0.273061596476758,0.120843473821331,0.356703944984837
"7e8e18a0-dc39-4943-bd7b-53b22124bb4e",0.372915389058402,0.129664299192985,0.143224316232789,0.0539332872951366,0.315722764346299,0.0567976854776694,0.380369153015076
"8a8fd9e4-457a-4bfe-bbf3-bde63aa0a256",0.369216006664886,0.106644610065641,0.080406379521618,0.0626322554690429,0.243130827962677,0.0968840982753923,0.260585016333633
"8c2fd2b2-fa74-4f69-8fad-b8bb6f1e6f78",0.331446993763269,0.088865772429862,0.0825364400429465,0.0548922689720313,0.272211926068846,0.121666353024141,0.315917825368803
"b6e69fe1-e00a-4c3d-9411-f2201a99d163",0.445948363334375,0.126641572966506,0.111310904880942,0.10186946526618,0.318982654506028,0.131838338914835,0.272524277419363
"e18623af-8580-4a08-9f6f-47a8fa515f5a",0.409644116815524,0.10007587093032,0.071276434110241,0.0913503237585753,0.34692817634609,0.111932501681692,0.297301258102358
"57775f1d-a2b2-4ca7-9e57-761f1b459336",0.371612960941013,0.23506128663504,0.362011032146092,0.391495722489108,0.327588367400932,0.653823581021523,0.33480878056942
"7414b597-2dac-4651-932c-632cec98436d",0.368712677139612,0.261839138055659,0.219513563384914,0.519001863784644,0.410769137101017,0.0690348166463651,0.228901171568506
"80750893-f19e-4c99-8583-11313257e43a",0.329350700159458,0.320825080828706,0.257544199179028,0.171106716166335,0.28660433468873,0.321876467542822,0.42390266996668
"dcff6697-0378-4963-8293-19cf487aef92",0.329613199220507,0.0565879030171864,0.0379938260973014,0.0647749076528346,0.206919513589181,0.103298002815538,0.263056103812826
"f15b149e-3bd3-4c91-9d74-28059c4c3e10",0.368825407738501,0.248428341561775,0.0941501814765842,0.479335654355705,0.218121630286087,0.503502819308471,0.593244977113751
"1e9e841c-67a9-4c5a-a44b-5ceb5b80dbde",0.524973634873869,0.124071726717117,0.469304341180982,0.490681881747558,0.277315713117046,0.163090857294631,0.314719371633652
"281f37d7-0da4-4307-a02e-4c9e3ed32cbd",0.35480074347185,0.16634975848056,0.231762459104293,0.307084359554921,0.233436968517895,0.661413508388851,0.385936243202758
"ab3fa8c9-afb3-4bdb-a5a0-dcd50fdacd8f",0.343815600900711,0.109672529006507,0.133141632387304,0.0604637908660481,0.336124243609137,0.0680960595907503,0.289957837172923
"ad438fee-0be7-4e65-b163-324c8450118f",0.435453701295585,0.276064205973728,0.63804640348511,0.534819338752739,0.274101241993706,0.625066757820565,0.547782990970045
"fb9c918b-6a53-42cb-b436-5725bfef6ef2",0.349199114078192,0.120009825525938,0.108358025956436,0.08026643559515,0.371916307258316,0.0809323113532177,0.376812531149689
"56156e63-9138-4ca2-a32e-b1a34a30b7bf",0.38751489542671,0.458919778140943,0.100266492656356,0.056611855704005,0.284264293648978,0.0895589928588029,0.433002164240122
"6e4e6ae8-4121-46e6-b4fc-8975e9f40f12",0.367675708224907,0.111665991626783,0.0842967978439992,0.0844410669630864,0.285110792659898,0.084434028110395,0.264068062804241
"bebc40ca-b046-4710-814d-bac5dd72b622",0.359202673093328,0.237746270721403,0.0802687974007358,0.402800505356969,0.194603087589814,0.485076669541395,0.557883504404135
"d813960b-21f7-4656-8c6f-9224d7272a1b",0.328706977959579,0.141976754267749,0.145367490339368,0.679710081062829,0.459530490882616,0.112019526183795,0.268009431746584
"1922fce8-0a5f-47b4-af47-cf4f8bd8b131",0.387976633738225,0.119877223439347,0.126075219285717,0.0786558560871337,0.33548839503599,0.0875492806755952,0.28475642644485
"4ed8365c-d680-44eb-953d-82b111529269",0.370191431218194,0.155779816811529,0.0968623381474151,0.57340674219552,0.375584043881946,0.0601517699157242,0.288196570705187
"4f461998-a0da-4654-8d8b-1540e3446b0e",0.387146977625579,0.118366244700628,0.141548413849234,0.112462115883882,0.23166215952355,0.0926599406100075,0.244603756839679
"5248ccca-60a0-4e48-a159-12e8cdd8c5e5",0.345403485876931,0.0553464917571979,0.0418465863314173,0.0355560167046225,0.197179015600819,0.0637762221859011,0.193755770513202
"67ef27df-65f5-4843-8680-ce3b6c3fe2c7",0.346278956635067,0.226282579133944,0.0740140974187952,0.215541375930577,0.279596067629049,0.0994188264429915,0.429051822183965
"6dc5a753-b9d0-4cc9-8169-7b1be872ef31",0.392048792794017,0.120254481842966,0.124509020224379,0.0989145234455345,0.372304336657101,0.13415542556458,0.257447320310689
"75590a39-50f0-444e-9a90-666fc1db967f",0.417391066951149,0.120483529408538,0.0993652439253392,0.0833559607014008,0.373911189732231,0.125853291368217,0.374228746900124
"77f5daa3-8f62-434b-a036-c8a0b67a1a6f",0.393906459507498,0.070524428636129,0.138094959418051,0.632826281848558,0.374928602834231,0.716344761946938,0.437202293249431
"b0f2cd94-3c9e-4222-8ef0-faa3d3025954",0.331029690026596,0.156231636520149,0.363059961273866,0.611187713506312,0.472367157220135,0.558313572778465,0.194231325499382
"b6517e85-d557-4217-93bd-22612b746e74",0.39703471014669,0.0978680337510241,0.182604405855862,0.253604672015399,0.418109860564437,0.556674767451822,0.458287277534211
"bde1b809-12e6-49be-8336-e6e8e65b9738",0.40635084191871,0.13331261113937,0.0755966311198655,0.0986627697747111,0.316264009417478,0.13742543243976,0.301033953263437
"cd6c6482-a39b-4631-881c-6eec8c7bdbd0",0.42551247315236,0.68657241778653,0.135322397689652,0.489943844888013,0.306056878823043,0.117240021922101,0.358268216146636
"de8f1588-9119-4643-9bde-f8df79d72b36",0.336704434819937,0.181411625204005,0.0669998972448738,0.402673948257579,0.250384734358001,0.524211146184789,0.585168918833562
"9ce5710f-f7c1-4d88-940a-03350e77dafb",0.333458828953997,0.0875376212437224,0.0602008615469472,0.0637669253410973,0.210759013145478,0.0978922895037491,0.26858581748144
"b8dee667-19b9-4677-9f19-3a0634c1b224",0.354243845887312,0.0913779265391594,0.0593249930916704,0.08629133243262,0.252535086994137,0.140180749653432,0.276736627492222
"8d6ed1df-fd41-4ff8-aa4a-ed1c68567525",0.328707476532685,0.0674238082522581,0.108068411740375,0.091884212245936,0.217643166234756,0.0992039817797505,0.23059338886916
"96787b8a-3823-4840-bd66-27700311602c",0.4026593858878,0.132968952313416,0.110752966271341,0.0652569642329082,0.381610581727935,0.0795361507099793,0.300968146982318
"fbeba78d-8323-4d13-8526-b0e549301612",0.423557692135965,0.114453009271128,0.0886518338706278,0.0727781636878895,0.258378332953494,0.115671814618215,0.305783406108779
"a85499cb-08de-401c-abb8-66486ef871b7",0.314580468972174,0.162695651066751,0.0381379142860419,0.223052887628323,0.233195310864804,0.137718732736476,0.428083586634918
"ac86524b-b7f5-4ec4-bdde-cc4d8f8cc1dc",0.356913568424188,0.122858605973216,0.102194478653178,0.0533251702605359,0.241615661908329,0.0732498463953925,0.252854877704347
"0bd38b14-ccc4-439a-a123-b388ef1aa1a2",0.339349777424167,0.100227131227617,0.0432134260975761,0.0655653419191279,0.221802757496062,0.0617060702604706,0.255030096452632
"1f0decd5-a12e-49d8-8337-cae775b85e65",0.428831255401134,0.122636767643839,0.11514220514193,0.0787135670793838,0.285893458020356,0.0813204376031164,0.289005663855939
"3c2b73d1-97fc-4e26-9c77-ea0c47c16d1d",0.368316455775889,0.0542591146707247,0.20540770807027,0.533954616792221,0.382242957223915,0.527858269655716,0.43550859278542
"5db4aa98-2b24-41fa-859a-5f9e3408ddd9",0.439131702319357,0.109404220251204,0.107200464621925,0.0888575024951117,0.278997305570578,0.119022381788264,0.273063913526524
"62c54607-da12-412a-bc06-8d67c6669994",0.539125577775135,0.516805121489796,0.650168853957853,0.117432691947737,0.442606399525379,0.197637189905098,0.31881329956038
"815e628c-4c58-4b9d-adb2-75e806795c80",0.349308451287023,0.106409964037074,0.0899940175978635,0.0894334919974863,0.354853823397352,0.0979309801110126,0.309099488499797
"e4ad43bf-a68a-42cf-bdec-3e0a1d884786",0.387137309447792,0.225939582900598,0.327104013513253,0.0738753054845849,0.294012001095131,0.101681044298517,0.444987326189447
"e4ad43bf-a68a-42cf-bdec-3e0a1d884786",0.399886130739034,0.230194140566465,0.285182996953811,0.0854967908168711,0.297592459219883,0.110479726021462,0.413588023111674
"f2be45ec-21b1-479d-a4a5-c36f62a92c6d",0.412915914890384,0.452478529942302,0.414416657239828,0.189401098567516,0.335368793224694,0.313571590810467,0.446342990347722
"36e26203-6ca9-4e20-baa1-2922665e8697",0.530606851481256,0.671429460275526,0.545051020288301,0.422198910557805,0.533668801538406,0.221701124337309,0.293094760651842
"653ae738-b082-411d-9b1a-ba1dd174215d",0.402348691707742,0.196292916688166,0.104110028340047,0.247604289510739,0.246546489967479,0.389410561539198,0.279847743450807
"b2811207-fe32-4b54-8c76-487918678929",0.37334869810492,0.103808494674203,0.0744757670736439,0.0892225114229966,0.254789058323173,0.117373899123707,0.373047625327213
"d26690b8-2a9e-4795-936c-792c0c7727d8",0.393874378563929,0.10697282790271,0.0925275966442373,0.358388445979431,0.291928575158726,0.437554778833632,0.472169754671821
"d26690b8-2a9e-4795-936c-792c0c7727d8",0.401399705975694,0.105552067554095,0.0969481977590892,0.373805910683102,0.297222610754601,0.443514135387663,0.485848734877177
"d8457867-d748-48a8-9533-269869bdf30c",0.308833938630983,0.0624551382991736,0.0610548794136827,0.0679427387835824,0.239299053916625,0.11173330176068,0.279932085427175
"2b636cad-d974-4200-8be1-1d1702b006d7",0.369445967469537,0.0852841581807833,0.141833309766004,0.655206410898593,0.590317928825881,0.117731422600992,0.256184708727742
"2e8e5c83-e551-4cdf-ac46-bd5406ecd230",0.432625478417848,0.124065666576898,0.103369260157348,0.0878190193825942,0.315107987270634,0.107359114973174,0.281991228444482
